,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,12285,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19907668.0,19907668.0,False,,1,,,,2025-08-17T15:01:00.000Z,118236.92880336219,45344625751.41973,-24.0563,-0.20285577,0.30589196,-0.48001526,0.07712366,12.93845084,13.31218011,2353821523956.9717,58.541,2482975504870.61,,2025-08-17T15:01:00.000Z,,,,,,2025-08-17 17:03:26.393686
1,1027,Ethereum,ETH,ethereum,10442,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120707874.00238802,120707874.00238802,True,,2,,,,2025-08-17T15:02:00.000Z,4557.358272767247,27693280862.135227,-36.4734,0.41675369,3.11025743,8.14925243,27.16197618,81.55004881,86.20925554,550109028172.9296,13.6833,550109028172.93,,2025-08-17T15:02:00.000Z,,,,,,2025-08-17 17:03:26.393686
2,52,XRP,XRP,xrp,1674,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59418500720.0,99985837887.0,False,,3,,,,2025-08-17T15:02:00.000Z,3.118997688513884,3189762234.2838106,-45.9622,-0.35131085,0.14771204,-2.53573714,-9.79773319,45.33404541,32.92345081,185326166400.64053,4.6098,311899768851.39,,2025-08-17T15:02:00.000Z,,,,,,2025-08-17 17:03:26.393686
3,825,Tether USDt,USDT,tether,141698,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem']",,166657763574.19937,168749161109.49985,True,,4,,,,2025-08-17T15:01:00.000Z,1.000463957477362,75922705907.1576,-29.7711,-0.00817955,-0.01497071,0.03203164,0.00999708,0.02944651,0.02271918,166735085689.77005,4.1468,168827453544.6,,2025-08-17T15:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-08-17 17:03:26.393686
4,1839,BNB,BNB,bnb,2665,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139287664.06,139287664.06,False,,5,,,,2025-08-17T15:02:00.000Z,858.4729966193787,2167434991.905336,-6.7607,-0.0017926,2.77257634,7.10613704,14.86692733,33.53393187,33.29122308,119574698357.70154,2.9743,119574698357.7,,2025-08-17T15:02:00.000Z,,,,,,2025-08-17 17:03:26.393686
5,5426,Solana,SOL,solana,969,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,539946372.8220351,607616479.5976049,True,,6,525236893.3,101846512263.38748,,2025-08-17T15:01:00.000Z,193.90586145519623,3585856100.369752,-39.6218,0.285111,2.60335744,6.79899764,8.62531821,33.3563326,18.4184765,104698766561.66527,2.6039,117820396910.75,,2025-08-17T15:01:00.000Z,,,,,,2025-08-17 17:03:26.393686
6,3408,USDC,USDC,usd-coin,30566,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem']",,68171360884.34396,68171360884.34396,False,,7,60901219650.23,60899023559.70798,,2025-08-17T15:02:00.000Z,0.9999639401224698,8851489056.94932,-38.6707,-0.00870005,-0.00042857,0.00067116,0.0158906,0.00269745,0.01667479,68168902633.41941,1.6956,68168902633.42,,2025-08-17T15:02:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-08-17 17:03:26.393686
7,74,Dogecoin,DOGE,dogecoin,1270,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,150556326383.70526,150556326383.70526,True,,8,,,,2025-08-17T15:02:00.000Z,0.23476351002630197,1651992155.6758764,-39.6311,0.07802846,2.34858125,0.50811422,-3.51056237,40.10424406,6.42290873,35345131638.50418,0.8792,35345131638.5,,2025-08-17T15:02:00.000Z,,,,,,2025-08-17 17:03:26.393686
8,2010,Cardano,ADA,cardano,1562,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35609095291.32136,44993664451.7522,False,,9,37997904336.0,36754302776.74218,,2025-08-17T15:02:00.000Z,0.9672718382503109,2065938820.061381,-33.3047,-0.61895456,5.70739874,20.70231238,15.38301491,62.16976386,31.87032197,34443675060.8669,0.8567,43527232721.26,,2025-08-17T15:02:00.000Z,,,,,,2025-08-17 17:03:26.393686
9,1958,TRON,TRX,tron,1215,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94682013232.5766,94682018525.59242,True,,10,71659659264.0,25235609916.66002,,2025-08-17T15:02:00.000Z,0.35215922285773066,802784193.357419,-37.6114,0.16178017,1.79876558,3.32316514,7.23781576,30.40279492,32.73234604,33343144198.589546,0.8294,33343146062.57,,2025-08-17T15:02:00.000Z,,,,,,2025-08-17 17:03:26.393686
10,1975,Chainlink,LINK,chainlink,2063,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",,678099970.4527867,1000000000.0,False,,11,,,,2025-08-17T15:02:00.000Z,25.58576883147907,1864016588.327765,100.1186,3.27340036,16.43372199,15.6030394,40.01839025,99.17682501,66.06590254,17349709088.637787,0.4316,25585768831.48,,2025-08-17T15:02:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-08-17 17:03:26.393686
11,32196,Hyperliquid,HYPE,hyperliquid,132,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem']",1000000000.0,333928180.0,999993930.0,False,,12,333931719.0,15688708101.87237,,2025-08-17T15:02:00.000Z,46.98178462607312,220688104.3763168,-30.2667,-0.01108385,0.10145065,6.00889779,4.1407666,18.91391393,80.21756614,15688541833.336578,0.3902,46981784626.07,,2025-08-17T15:02:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-08-17 17:03:26.393686
12,20947,Sui,SUI,sui,741,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3511924479.5699987,10000000000.0,False,,13,3511924479.57,13517292327.400593,,2025-08-17T15:02:00.000Z,3.8489701034390262,649125359.0448213,-36.06,-0.19941707,2.08851495,-0.02054352,-1.11724992,38.47734591,2.49721669,13517292327.400587,0.3362,38489701034.39,,2025-08-17T15:02:00.000Z,,,,,,2025-08-17 17:03:26.393686
13,512,Stellar,XLM,stellar,740,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31302842091.97281,50001786889.0645,False,,14,31531408660.0,13548142313.71897,,2025-08-17T15:02:00.000Z,0.42967133057096246,192362665.25927305,-43.9136,-0.44099809,0.61713291,-3.10187146,-9.51709217,72.3664118,51.63268116,13449933812.310686,0.3346,21484342863.86,,2025-08-17T15:02:00.000Z,,,,,,2025-08-17 17:03:26.393686
14,1831,Bitcoin Cash,BCH,bitcoin-cash,1047,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19912653.125,19912653.125,False,,15,,,,2025-08-17T15:02:00.000Z,584.698363419574,289070146.4803952,-3.5694,-0.90954491,-0.73726205,1.42228898,12.81044769,25.85876887,50.98827781,11642895693.529165,0.2896,12278665631.81,,2025-08-17T15:02:00.000Z,,,,,,2025-08-17 17:03:26.393686
0,1,Bitcoin,BTC,bitcoin,12285,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19907687.0,19907687.0,False,,1,,,,2025-08-17T15:32:00.000Z,118280.7853652037,45273644223.17454,-21.673,0.00745625,0.38261758,-0.30207834,0.33064646,12.96679521,12.99569809,2354696853164.656,58.5581,2483896492669.28,,2025-08-17T15:32:00.000Z,,,,,,2025-08-17 17:33:40.775834
1,1027,Ethereum,ETH,ethereum,10442,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120707874.00238802,120707874.00238802,True,,2,,,,2025-08-17T15:33:00.000Z,4559.724748745787,27226126432.902626,-35.3136,0.22856469,3.46940756,8.12944042,28.14938965,81.83100114,85.64073063,550394680457.1769,13.6876,550394680457.18,,2025-08-17T15:33:00.000Z,,,,,,2025-08-17 17:33:40.775834
2,52,XRP,XRP,xrp,1674,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59418500720.0,99985837887.0,False,,3,,,,2025-08-17T15:33:00.000Z,3.1239097485533343,3187738112.4873915,-42.4357,0.04652278,0.46267271,-2.14290088,-7.7721515,45.26744412,33.29015522,185618033643.63132,4.6161,312390974855.33,,2025-08-17T15:33:00.000Z,,,,,,2025-08-17 17:33:40.775834
3,825,Tether USDt,USDT,tether,141698,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem']",,166657763574.19937,168749161109.49985,True,,4,,,,2025-08-17T15:32:00.000Z,1.000545042381545,75953509429.09654,-26.6828,0.00301715,-0.02853036,0.03591352,0.00273328,0.03768438,0.05123812,166748599118.56082,4.1468,168841136554.15,,2025-08-17T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-08-17 17:33:40.775834
4,1839,BNB,BNB,bnb,2665,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139287663.19,139287663.19,False,,5,,,,2025-08-17T15:33:00.000Z,858.8853336650637,2171141208.2686157,-3.875,0.13874659,2.96615035,7.06118127,16.8284135,33.89022244,32.91023375,119632131074.37016,2.9751,119632131074.37,,2025-08-17T15:33:00.000Z,,,,,,2025-08-17 17:33:40.775834
5,5426,Solana,SOL,solana,969,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,539946355.49082,607616461.602755,True,,6,525236893.3,102230747250.8057,,2025-08-17T15:32:00.000Z,194.63740752958583,3563562626.5786138,-37.4639,0.61697417,2.81258364,7.09214563,10.38001135,33.62277235,18.91143449,105093758837.78137,2.6135,118264892858.66,,2025-08-17T15:32:00.000Z,,,,,,2025-08-17 17:33:40.775834
6,3408,USDC,USDC,usd-coin,30566,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem']",,68161162902.12006,68161162902.12006,False,,7,60901219650.23,60896981959.01796,,2025-08-17T15:33:00.000Z,0.999930416972987,8377724254.463738,-41.1432,0.00615295,0.0041702,0.00357733,0.01287601,-0.00320135,0.00345922,68156420042.08061,1.695,68156420042.08,,2025-08-17T15:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-08-17 17:33:40.775834
7,74,Dogecoin,DOGE,dogecoin,1270,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,150556616383.70523,150556616383.70523,True,,8,,,,2025-08-17T15:33:00.000Z,0.23735708605698433,1699730306.0025387,-36.0175,1.46356755,3.39576333,1.59513833,-0.67835343,41.37688741,7.20261752,35735679751.4355,0.8887,35735679751.44,,2025-08-17T15:33:00.000Z,,,,,,2025-08-17 17:33:40.775834
8,2010,Cardano,ADA,cardano,1562,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35609095291.32136,44993664451.7522,False,,9,37997904336.0,36874126623.7886,,2025-08-17T15:33:00.000Z,0.9704252712919561,2063896269.9334102,-30.9351,-0.37086073,6.24833891,20.83159385,18.06177304,63.13650323,32.06794197,34555965958.54165,0.8594,43669137208.14,,2025-08-17T15:33:00.000Z,,,,,,2025-08-17 17:33:40.775834
9,1958,TRON,TRX,tron,1215,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94681974696.2474,94681979125.40587,True,,10,71659659264.0,25240826845.41267,,2025-08-17T15:33:00.000Z,0.35223202433078027,791754222.9470011,-37.0518,-0.00311229,1.71067926,3.42825196,8.39862765,30.45171153,32.96227695,33350023614.89494,0.8294,33350025174.99,,2025-08-17T15:33:00.000Z,,,,,,2025-08-17 17:33:40.775834
10,1975,Chainlink,LINK,chainlink,2063,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",,678099970.4527867,1000000000.0,False,,11,,,,2025-08-17T15:33:00.000Z,25.707134137151353,1920165375.9948847,108.9606,2.81235043,16.37966249,15.02551187,43.49021767,99.23280404,66.67180777,17432006898.828156,0.4335,25707134137.15,,2025-08-17T15:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-08-17 17:33:40.775834
11,32196,Hyperliquid,HYPE,hyperliquid,132,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem']",1000000000.0,333928180.0,999993930.0,False,,12,333931719.0,15722583657.411762,,2025-08-17T15:33:00.000Z,47.083229183783416,220842235.65312576,-26.0954,0.39902596,0.46425909,5.18267127,5.77054927,19.70550619,81.73304588,15722417029.863682,0.391,47083229183.78,,2025-08-17T15:33:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-08-17 17:33:40.775834
12,20947,Sui,SUI,sui,741,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3511924479.5699987,10000000000.0,False,,13,3511924479.57,13534086183.956787,,2025-08-17T15:33:00.000Z,3.853752056084617,641792722.4972123,-33.5097,0.12127812,2.31088215,0.03971868,0.07559357,38.4877604,2.34663376,13534086183.956781,0.3366,38537520560.85,,2025-08-17T15:33:00.000Z,,,,,,2025-08-17 17:33:40.775834
13,512,Stellar,XLM,stellar,740,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31302841639.231438,50001786889.0645,False,,14,31531408660.0,13547057347.214191,,2025-08-17T15:33:00.000Z,0.42963692149915483,191185673.19663644,-42.2115,-0.21330575,0.7952994,-3.00908646,-7.95349788,72.14929329,51.81041299,13448856516.054953,0.3345,21482622348.1,,2025-08-17T15:33:00.000Z,,,,,,2025-08-17 17:33:40.775834
14,1831,Bitcoin Cash,BCH,bitcoin-cash,1047,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19912668.75,19912668.75,False,,15,,,,2025-08-17T15:33:00.000Z,584.4064484162575,290963883.8306039,-0.1636,-0.81059455,-0.20735019,1.61337588,13.97825171,25.74032218,51.65998187,11637092022.676897,0.2894,12272535416.74,,2025-08-17T15:33:00.000Z,,,,,,2025-08-17 17:33:40.775834
0,1,Bitcoin,BTC,bitcoin,12285,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19907687.0,19907687.0,False,,1,,,,2025-08-17T15:33:00.000Z,118253.42172835798,45275038357.93951,-21.6079,-0.01110247,0.38531957,-0.33665653,0.25976926,12.94171569,12.90115777,2354152106447.1494,58.5445,2483321856295.52,,2025-08-17T15:33:00.000Z,,,,,,2025-08-17 17:34:41.429519
